DATE;SOURCE_ID;DESCRIPTION;NET_CREDIT_AMOUNT;NET_DEBIT_AMOUNT;GROSS_AMOUNT;MP_FEE_AMOUNT;TAXES_AMOUNT;PAYMENT_METHOD;TRANSACTION_APPROVAL_DATE;BUSINESS_UNIT;SUB_UNIT;BALANCE_AMOUNT;PAYMENT_METHOD_TYPE;PURCHASE_ID
2026-03-07T09:27:37.000-03:00;148547799371;payment;25844.00;0.00;26000.00;0.00;-156.00;available_money;2026-03-07T09:27:37.000-03:00;;;724337.38;account_money;
2026-03-07T09:28:34.000-03:00;149264348642;payment;6461.00;0.00;6500.00;0.00;-39.00;available_money;2026-03-07T09:28:34.000-03:00;;;730798.38;account_money;
2026-03-07T09:29:00.000-03:00;148547993609;payment;3479.00;0.00;3500.00;0.00;-21.00;available_money;2026-03-07T09:29:00.000-03:00;;;734277.38;account_money;
2026-03-07T09:30:33.000-03:00;148548292241;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T09:30:33.000-03:00;;;740241.38;account_money;
2026-03-07T09:34:12.000-03:00;148548677205;payment;16401.00;0.00;16500.00;0.00;-99.00;available_money;2026-03-07T09:34:12.000-03:00;;;756642.38;account_money;
2026-03-07T09:38:53.000-03:00;149265433038;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T09:38:53.000-03:00;;;762606.38;account_money;
2026-03-07T09:40:52.000-03:00;148549314001;payment;5467.00;0.00;5500.00;0.00;-33.00;available_money;2026-03-07T09:40:52.000-03:00;;;768073.38;account_money;
2026-03-07T09:42:46.000-03:00;149265844994;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T09:42:46.000-03:00;;;774037.38;account_money;
2026-03-07T09:43:25.000-03:00;149265935230;payment;11928.00;0.00;12000.00;0.00;-72.00;available_money;2026-03-07T09:43:25.000-03:00;;;785965.38;account_money;
2026-03-07T09:44:20.000-03:00;148549722705;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T09:44:20.000-03:00;;;791929.38;account_money;
2026-03-07T09:45:51.000-03:00;149266334212;payment;11928.00;0.00;12000.00;0.00;-72.00;available_money;2026-03-07T09:45:51.000-03:00;;;803857.38;account_money;
2026-03-07T09:47:51.000-03:00;148550115311;payment;17892.00;0.00;18000.00;0.00;-108.00;available_money;2026-03-07T09:47:51.000-03:00;;;821749.38;account_money;
2026-03-07T09:48:14.000-03:00;148550222667;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T09:48:14.000-03:00;;;827713.38;account_money;
2026-03-07T09:50:30.000-03:00;148550395897;payment;5964.00;0.00;6000.00;0.00;-36.00;debin_transfer;2026-03-07T09:50:30.000-03:00;;;833677.38;bank_transfer;
2026-03-07T09:51:26.000-03:00;148550547301;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T09:51:26.000-03:00;;;839641.38;account_money;
2026-03-07T09:52:07.000-03:00;148550636855;payment;17892.00;0.00;18000.00;0.00;-108.00;available_money;2026-03-07T09:52:07.000-03:00;;;857533.38;account_money;
2026-03-07T09:59:50.000-03:00;149267729778;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T09:59:50.000-03:00;;;863497.38;account_money;
2026-03-07T10:00:15.000-03:00;148551615047;payment;11928.00;0.00;12000.00;0.00;-72.00;cvu;2026-03-07T10:00:15.000-03:00;;;875425.38;bank_transfer;
2026-03-07T10:01:07.000-03:00;148551647961;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T10:01:07.000-03:00;;;881389.38;account_money;
2026-03-07T10:02:05.000-03:00;148551787261;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T10:02:05.000-03:00;;;887353.38;account_money;
2026-03-07T10:05:54.000-03:00;149268674250;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T10:05:54.000-03:00;;;893317.38;account_money;
2026-03-07T10:07:07.000-03:00;149268719856;payment;11928.00;0.00;12000.00;0.00;-72.00;available_money;2026-03-07T10:07:07.000-03:00;;;905245.38;account_money;
2026-03-07T10:08:33.000-03:00;149268928904;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T10:08:33.000-03:00;;;911209.38;account_money;
2026-03-07T10:11:31.000-03:00;149269330580;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T10:11:31.000-03:00;;;917173.38;account_money;
2026-03-07T10:23:20.000-03:00;149270863690;payment;11928.00;0.00;12000.00;0.00;-72.00;available_money;2026-03-07T10:23:20.000-03:00;;;929101.38;account_money;
2026-03-07T10:24:02.000-03:00;148554672139;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T10:24:02.000-03:00;;;935065.38;account_money;
2026-03-07T10:24:45.000-03:00;148554611483;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T10:24:45.000-03:00;;;941029.38;account_money;
2026-03-07T10:25:31.000-03:00;149271264440;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T10:25:31.000-03:00;;;946993.38;account_money;
2026-03-07T10:27:19.000-03:00;148554929019;payment;11928.00;0.00;12000.00;0.00;-72.00;available_money;2026-03-07T10:27:19.000-03:00;;;958921.38;account_money;
2026-03-07T10:27:48.000-03:00;148554927745;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T10:27:48.000-03:00;;;964885.38;account_money;
2026-03-07T10:28:52.000-03:00;149271766560;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T10:28:52.000-03:00;;;970849.38;account_money;
2026-03-07T10:30:20.000-03:00;149271932136;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T10:30:20.000-03:00;;;976813.38;account_money;
2026-03-07T10:30:26.000-03:00;148555310901;payment;26838.00;0.00;27000.00;0.00;-162.00;available_money;2026-03-07T10:30:26.000-03:00;;;1003651.38;account_money;
2026-03-07T10:31:19.000-03:00;148555328069;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T10:31:19.000-03:00;;;1009615.38;account_money;
2026-03-07T10:33:46.000-03:00;149272390252;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T10:33:46.000-03:00;;;1015579.38;account_money;
2026-03-07T10:35:37.000-03:00;149272511464;payment;11928.00;0.00;12000.00;0.00;-72.00;cvu;2026-03-07T10:35:37.000-03:00;;;1027507.38;bank_transfer;
2026-03-07T10:36:53.000-03:00;149272649222;payment;5964.00;0.00;6000.00;0.00;-36.00;cvu;2026-03-07T10:36:53.000-03:00;;;1033471.38;bank_transfer;
2026-03-07T10:39:00.000-03:00;149272944316;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T10:39:00.000-03:00;;;1039435.38;account_money;
2026-03-07T10:40:02.000-03:00;149272979704;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T10:40:02.000-03:00;;;1045399.38;account_money;
2026-03-07T10:41:24.000-03:00;148556901839;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T10:41:24.000-03:00;;;1051363.38;account_money;
2026-03-07T10:41:54.000-03:00;148556986087;payment;17892.00;0.00;18000.00;0.00;-108.00;available_money;2026-03-07T10:41:54.000-03:00;;;1069255.38;account_money;
2026-03-07T10:42:27.000-03:00;149273225620;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T10:42:27.000-03:00;;;1075219.38;account_money;
2026-03-07T10:50:49.000-03:00;149274621566;payment;5964.00;0.00;6000.00;0.00;-36.00;debin_transfer;2026-03-07T10:50:49.000-03:00;;;1081183.38;bank_transfer;
2026-03-07T10:52:10.000-03:00;148558372509;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T10:52:10.000-03:00;;;1087147.38;account_money;
2026-03-07T10:52:47.000-03:00;149275030472;payment;11928.00;0.00;12000.00;0.00;-72.00;available_money;2026-03-07T10:52:47.000-03:00;;;1099075.38;account_money;
2026-03-07T10:56:18.000-03:00;148559102451;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T10:56:18.000-03:00;;;1105039.38;account_money;
2026-03-07T10:58:58.000-03:00;149275799196;payment;5964.00;0.00;6000.00;0.00;-36.00;visa;2026-03-07T10:58:58.000-03:00;;;1111003.38;credit_card;
2026-03-07T11:01:03.000-03:00;149276001810;payment;11928.00;0.00;12000.00;0.00;-72.00;available_money;2026-03-07T11:01:03.000-03:00;;;1122931.38;account_money;
2026-03-07T11:01:06.000-03:00;148559814121;payment;5964.00;0.00;6000.00;0.00;-36.00;cvu;2026-03-07T11:01:06.000-03:00;;;1128895.38;bank_transfer;
2026-03-07T11:03:42.000-03:00;149276323928;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T11:03:42.000-03:00;;;1134859.38;account_money;
2026-03-07T11:05:21.000-03:00;149276527578;payment;11928.00;0.00;12000.00;0.00;-72.00;available_money;2026-03-07T11:05:21.000-03:00;;;1146787.38;account_money;
