DATE;SOURCE_ID;DESCRIPTION;NET_CREDIT_AMOUNT;NET_DEBIT_AMOUNT;GROSS_AMOUNT;MP_FEE_AMOUNT;TAXES_AMOUNT;PAYMENT_METHOD;TRANSACTION_APPROVAL_DATE;BUSINESS_UNIT;SUB_UNIT;BALANCE_AMOUNT;PAYMENT_METHOD_TYPE;PURCHASE_ID
2026-05-08T12:46:45.000-03:00;158336388922;payout;0.00;525839.23;-522703.01;0.00;-3136.22;available_money;2026-05-08T12:46:45.000-03:00;;;2105172.83;;
2026-05-09T08:27:26.000-03:00;157696531221;payment;19383.00;0.00;19500.00;0.00;-117.00;available_money;2026-05-09T08:27:26.000-03:00;;;2124555.83;account_money;
2026-05-09T08:31:11.000-03:00;157696830473;payment;6461.00;0.00;6500.00;0.00;-39.00;available_money;2026-05-09T08:31:11.000-03:00;;;2131016.83;account_money;
2026-05-09T08:41:15.000-03:00;158468580534;payment;6461.00;0.00;6500.00;0.00;-39.00;available_money;2026-05-09T08:41:15.000-03:00;;;2137477.83;account_money;
2026-05-09T08:58:04.000-03:00;158469894782;payment;6461.00;0.00;6500.00;0.00;-39.00;available_money;2026-05-09T08:58:04.000-03:00;;;2143938.83;account_money;
2026-05-09T09:00:09.000-03:00;157698927815;payment;12922.00;0.00;13000.00;0.00;-78.00;available_money;2026-05-09T09:00:09.000-03:00;;;2156860.83;account_money;
2026-05-09T09:13:31.000-03:00;157700159007;payment;12922.00;0.00;13000.00;0.00;-78.00;available_money;2026-05-09T09:13:31.000-03:00;;;2169782.83;account_money;
2026-05-09T09:17:45.000-03:00;157700652907;payment;6461.00;0.00;6500.00;0.00;-39.00;available_money;2026-05-09T09:17:45.000-03:00;;;2176243.83;account_money;
2026-05-09T09:20:44.000-03:00;157700881587;payment;3479.00;0.00;3500.00;0.00;-21.00;cvu;2026-05-09T09:20:44.000-03:00;;;2179722.83;bank_transfer;
2026-05-09T09:24:47.000-03:00;158472459134;payment;8250.20;0.00;8300.00;0.00;-49.80;cvu;2026-05-09T09:24:47.000-03:00;;;2187973.03;bank_transfer;
2026-05-09T09:26:30.000-03:00;157701377491;payment;6461.00;0.00;6500.00;0.00;-39.00;available_money;2026-05-09T09:26:30.000-03:00;;;2194434.03;account_money;
2026-05-09T09:31:46.000-03:00;157701913587;payment;12922.00;0.00;13000.00;0.00;-78.00;available_money;2026-05-09T09:31:46.000-03:00;;;2207356.03;account_money;
2026-05-09T09:37:56.000-03:00;157702751235;payment;12922.00;0.00;13000.00;0.00;-78.00;cvu;2026-05-09T09:37:56.000-03:00;;;2220278.03;bank_transfer;
2026-05-09T09:42:30.000-03:00;157703168705;payment;6461.00;0.00;6500.00;0.00;-39.00;available_money;2026-05-09T09:42:30.000-03:00;;;2226739.03;account_money;
2026-05-09T09:44:55.000-03:00;158474680418;payment;11928.00;0.00;12000.00;0.00;-72.00;cvu;2026-05-09T09:44:55.000-03:00;;;2238667.03;bank_transfer;
